producto_id,nombre_producto,categoria,fecha_caducidad,stock_actual,precio_unitario,sales_ultimos_7d,ventas_promedio_diaria,dias_hasta_caducidad,proveedor,en_promocion,precio_promocion,fecha_ultima_venta,temperatura_almacen,humedad_almacen,categoria_riesgo
PRD005,Queso Gouda,lacteos,2025-08-25,40,3.5,20,3.0,23,Quesos del Valle,True,3.0,2025-07-31,4.0,60.0,medio
PRD006,Pan Integral,panaderia,2025-08-09,120,1.0,90,12.9,7,Panadería Central,False,,2025-07-28,20.0,65.0,bajo
PRD007,Refresco Cola 2L,bebidas,2025-08-24,180,2.5,120,17.1,22,Bebidas Global,False,,2025-07-29,10.0,50.0,bajo
PRD008,Yogur Natural 125g,lacteos,2025-08-12,100,0.6,55,7.8,10,YogurPlus,False,,2025-07-30,4.0,82.0,medio
PRD009,Fresas Ecológicas,frutas,2025-08-05,130,2.0,85,12.1,3,Fresas del Bosque,True,1.8,2025-07-29,0.0,75.0,alto
PRD010,Jugo de Naranja 1L,bebidas,2025-08-15,90,1.3,65,9.3,13,Naranjales Unidos,False,,2025-07-31,8.0,65.0,bajo
PRD011,Pan de Hamburgesa,panaderia,2025-08-09,160,1.2,110,15.7,7,Panadería Buen Pan,False,,2025-07-28,20.0,65.0,bajo
PRD012,Carne de Res Picada,carnes,2025-08-20,50,7.0,25,3.6,18,Carnes Premium,False,,2025-07-30,2.0,55.0,alto
PRD013,Agua Mineral 500ml,bebidas,2025-08-25,210,0.8,160,22.9,23,Minerales del Mundo,False,,2025-07-28,10.0,50.0,bajo
PRD014,Espinaca Fresca,verduras,2025-08-03,90,1.0,75,10.7,1,Verduras del Valle,False,,2025-07-30,4.0,60.0,medio
PRD015,Zanahorias Orgánicas,verduras,2025-08-16,160,0.7,120,17.1,14,Raíces y Más,False,,2025-07-29,4.0,68.0,bajo
P1001,Manzanas Fuji,frutas,2025-08-31,120,1.2,45,6.4,29,AgroFruit Co.,False,,2025-08-01,4.0,70.0,bajo
P1002,Leche Entera 1L,lacteos,2025-08-25,85,0.99,60,8.6,23,DairyBest Ltd.,True,0.89,2025-08-01,4.0,85.0,bajo
P1003,Bananas Organic,frutas,2025-08-20,150,0.5,70,10.0,18,OrganicFarm Supplies,False,,2025-07-31,13.0,65.0,bajo
P1004,Pechuga de Pollo,carnes,2025-08-12,40,5.5,25,3.6,10,MeatPro Inc.,False,,2025-08-01,2.0,80.0,medio
P1005,Pan Integral,panaderia,2025-08-04,60,1.0,30,4.3,2,BakeGood Co.,True,0.85,2025-08-01,22.0,55.0,bajo
P1006,Agua Mineral 500ml,bebidas,2025-09-10,200,0.3,150,21.4,39,HydroPlus Ltd.,False,,2025-07-31,10.0,60.0,bajo
P1007,Yogur Natural 150g,lacteos,2025-08-22,90,0.7,55,7.9,20,DairyBest Ltd.,False,,2025-07-30,4.0,85.0,bajo
P1008,Tomates Rojos,verduras,2025-08-19,110,0.9,65,9.3,17,GreenVeggies Co.,False,,2025-08-01,12.0,75.0,bajo
P1009,Carne Molida de Res,carnes,2025-08-09,30,7.0,20,2.8,7,MeatPro Inc.,False,,2025-07-31,1.0,78.0,alto
P1010,Jugos de Naranja 1L,bebidas,2025-09-02,140,2.5,90,12.9,31,CitrusWorld,False,,2025-08-01,8.0,65.0,bajo
P1011,Pan de Caja Blanco,panaderia,2025-08-05,70,1.2,35,5.0,3,BakeGood Co.,False,,2025-08-01,22.0,55.0,bajo
P1012,Refresco Cola 330ml,bebidas,2025-09-15,180,0.8,140,20.0,43,FizzBrew Ltd.,True,0.75,2025-08-01,10.0,58.0,bajo
P1013,Queso Cheddar 200g,lacteos,2025-08-24,50,2.3,40,5.7,22,DairyPlus,False,,2025-07-31,4.0,85.0,bajo
P1014,Verduras Mixtas Congeladas,verduras,2025-08-28,100,3.5,75,10.7,26,FrozenVeg Ltd.,False,,2025-08-01,-18.0,70.0,alto
P1015,Agua con Gas 750ml,bebidas,2025-09-05,160,1.5,100,14.3,34,SparklingCo,False,,2025-07-30,8.0,60.0,bajo
P1016,Mantequilla 250g,lacteos,2025-08-23,75,2.8,55,7.8,21,DairyPlus,True,2.5,2025-08-01,4.0,85.0,bajo
P1017,Jugo de Manzana 1L,bebidas,2025-09-12,130,2.0,95,13.6,41,AppleJuice Co.,False,,2025-08-01,8.0,62.0,bajo
P1018,Lomo de Cerdo,carnes,2025-08-10,25,9.0,15,2.1,8,MeatPro Inc.,False,,2025-07-31,1.0,78.0,alto
P1019,Queso Roquefort 150g,lacteos,2025-08-30,45,3.5,22,3.1,28,DairyLux,False,,2025-08-01,4.0,85.0,bajo
PRD-1001,Manzanas Fuji,frutas,2025-08-25,120,2.5,50,7.1,23,FreshFruits Co.,False,,2025-08-01,4.0,80.0,bajo
PRD-1002,Leche Deslactosada 1L,lacteos,2025-08-21,80,1.2,35,4.9,19,DairyBest Ltd.,True,0.99,2025-08-01,2.0,65.0,bajo
PRD-1003,Pechuga de Pollo,carnes,2025-08-19,60,5.5,40,5.7,17,Carnes del Sur,False,,2025-08-02,1.5,70.0,alto
PRD-1004,Pan Integral,panaderia,2025-08-25,200,1.0,150,21.4,23,Panaderia Central,False,,2025-08-01,10.0,60.0,bajo
PRD-1005,Refresco Cola 2L,bebidas,2025-09-01,50,2.0,30,4.3,30,Bebidas del Sur,True,1.5,2025-08-02,12.0,85.0,medio
PRD-1006,Yogurt Natural 500g,lacteos,2025-08-20,90,0.9,45,6.4,18,Yogurt Plus,False,,2025-08-01,4.5,75.0,bajo
PRD-1007,Jamón Cocido 200g,carnes,2025-08-18,40,3.2,20,2.9,16,Cárnicos La Mejor,False,,2025-07-31,0.0,65.0,alto
PRD-1008,Agua Mineral 1.5L,bebidas,2025-08-28,180,0.5,70,10.0,26,Agua Pura Ltd.,False,,2025-08-02,8.0,75.0,bajo
PRD-1009,Fresas 250g,frutas,2025-08-16,70,3.0,55,7.9,14,Fruity Farms,True,2.5,2025-08-02,3.0,85.0,alto
PRD-1010,Queso Gouda 250g,lacteos,2025-08-30,100,4.5,25,3.6,28,Quesos y Delicias,False,,2025-08-02,5.0,80.0,bajo
PRD-1011,Carne Molida 1kg,carnes,2025-08-17,55,6.0,35,5.0,15,Carnes del Norte,False,,2025-08-02,1.0,60.0,alto
PRD-1012,Pan Blanco 500g,panaderia,2025-08-25,220,1.2,180,25.7,23,Panaderos Unidos,False,,2025-08-01,12.0,65.0,bajo
PRD-1013,Jugo de Naranja 1L,bebidas,2025-09-02,130,2.3,60,8.6,31,Jugo Rico,False,,2025-08-02,10.0,88.0,medio
PRD-1014,Naranja Valencia 1kg,frutas,2025-08-27,85,1.8,65,9.3,25,Frutas del Sol,True,1.5,2025-08-02,4.0,82.0,bajo
PRD-1015,Queso Crema 200g,lacteos,2025-08-22,95,2.8,40,5.7,20,Quesos del Valle,False,,2025-08-01,4.0,78.0,bajo
FRU001,Manzanas golden,frutas,2025-08-21,120,1.2,85,12.1,19,Frutas del Valle,False,,2025-07-30,4.0,65.0,bajo
VER002,Lechuga orgánica,verduras,2025-08-10,70,0.8,45,6.4,8,Verduras La Huerta,True,0.6,2025-07-31,2.0,70.0,medio
LACT003,Yogur natural 150g,lacteos,2025-08-15,200,0.9,150,21.4,13,Lácteos Granjeros,False,,2025-08-01,4.0,60.0,bajo
CAR004,Pollo pechuga 1kg,carnes,2025-08-07,50,5.5,30,4.3,5,Granja Santa Clara,False,,2025-07-29,0.0,55.0,alto
PAN005,Pan integral 500g,panaderia,2025-08-04,150,2.0,180,25.7,2,Panaderia La Estrella,True,1.5,2025-08-01,22.0,50.0,bajo
BEB006,Agua mineral 1.5L,bebidas,2025-09-01,300,1.0,220,31.4,30,Aguas Puras,False,,2025-08-02,8.0,80.0,bajo
FRU007,Bananas maduras,frutas,2025-08-18,90,0.9,75,10.7,16,Frutas Tropicales,False,,2025-07-29,5.0,70.0,bajo
VER008,Tomates cherry 250g,verduras,2025-08-11,60,2.5,38,5.4,9,Jardín Verde,True,2.0,2025-07-31,3.0,65.0,medio
LACT009,Queso gouda 200g,lacteos,2025-08-19,90,3.2,65,9.3,17,Quesos del Valle,False,,2025-07-30,4.0,55.0,bajo
CAR010,Carne de res 1kg,carnes,2025-08-09,30,12.0,20,2.9,7,Reses del Norte,False,,2025-07-31,-1.0,60.0,alto
PAN011,Croissants 6 unidades,panaderia,2025-08-03,80,3.5,95,13.6,1,Panadería La Dulzura,False,,2025-07-29,20.0,45.0,bajo
BEB012,Refresco cola 2L,bebidas,2025-08-24,250,1.8,200,28.6,22,Bebidas del Sur,True,1.3,2025-07-31,10.0,75.0,bajo
FRU013,Naranjas 1kg,frutas,2025-08-20,100,1.1,65,9.3,18,Frutas del Sol,False,,2025-07-30,4.0,70.0,bajo
VER014,Zanahorias 1kg,verduras,2025-08-12,55,0.7,40,5.7,10,Verduras Frescas,False,,2025-07-31,2.0,70.0,medio
LACT015,Leche entera 1L,lacteos,2025-08-23,180,1.1,160,22.9,21,Lácteos Ríos,False,,2025-08-02,4.0,65.0,bajo
CAR016,Pechuga de pavo 500g,carnes,2025-08-13,40,4.0,25,3.6,11,Avícola del Sur,False,,2025-07-30,0.0,50.0,alto
PRD-00123,Manzana Roja,frutas,2025-08-22,150,1.2,35,5.0,20,Frutas del Valle,True,0.99,2025-07-31,4.0,70.0,bajo
PRD-00456,Leche Entera 1L,lacteos,2025-08-17,80,1.5,40,6.0,15,Lácteos La Granja,False,,2025-07-30,4.0,85.0,bajo
PRD-00789,Carne de Res Suprema,carnes,2025-08-10,45,8.99,20,2.9,8,Carnes del Norte,False,,2025-07-29,2.0,60.0,alto
PRD-01023,Pan de Campaña,panaderia,2025-08-03,200,0.75,100,14.3,1,Panadería La Masa,True,0.65,2025-07-31,22.0,55.0,bajo
PRD-01234,Jugo de Naranja 1L,bebidas,2025-08-26,120,2.3,60,8.6,24,Bebidas Naturales SA,False,,2025-07-28,8.0,65.0,bajo
PRD-01567,Queso Gouda 250g,lacteos,2025-08-19,70,3.5,25,3.6,17,Lácteos La Granja,False,,2025-07-30,4.0,75.0,bajo
PRD-01890,Verdura Mixta,verduras,2025-08-16,90,2.5,30,4.3,14,Verduras del Valle,False,,2025-07-31,5.0,85.0,medio
PRD-02123,Pollo Orgánico 1kg,carnes,2025-08-11,60,9.5,15,2.1,9,Granja Orgánica,False,,2025-07-28,1.0,55.0,alto
PRD-02345,Gaseosa Cola 2L,bebidas,2025-08-30,180,1.8,90,12.9,28,Bebidas y Más,True,1.5,2025-07-30,10.0,60.0,bajo
PRD-02567,Tarta de Manzana,panaderia,2025-08-05,50,3.0,8,1.1,3,Repostería Dulce Vida,False,,2025-07-31,18.0,65.0,bajo
PRD-02890,Fresa Nacional,frutas,2025-08-23,100,2.0,45,6.4,21,Frutas del Valle,False,,2025-07-30,4.0,70.0,bajo
PRD-03124,Agua Mineral 1.5L,bebidas,2025-09-01,220,0.85,110,15.7,30,Hidratación Pura,False,,2025-07-29,9.0,58.0,bajo
PRD-03345,Yogurt Natural 500g,lacteos,2025-08-15,130,1.8,55,7.9,13,Lácteos La Granja,False,,2025-07-30,4.0,80.0,bajo
PRD-03567,Naranja Navel 1kg,frutas,2025-08-25,95,1.3,40,5.7,23,Frutas del Valle,False,,2025-07-30,4.0,72.0,bajo
PRD-03890,Leche de Cabra 1L,lacteos,2025-08-20,55,3.9,22,3.1,18,Lácteos Orgánicos,False,,2025-07-29,4.0,78.0,bajo
PRD-04123,Ensalada Verde Orgánica,verduras,2025-08-14,70,2.8,18,2.6,12,Verduras del Valle,False,,2025-07-31,5.0,88.0,medio
PRD-001,Manzanas Fuji,frutas,2025-08-25,150,2.5,35,5.0,23,Frutas del Valle,False,,2025-07-30,4.0,75.0,bajo
PRD-002,Leche Entera 1L,lacteos,2025-08-12,80,1.2,20,2.8,10,Lácteos del Norte,True,1.0,2025-07-31,4.0,85.0,bajo
PRD-003,Bananas,frutas,2025-08-18,200,1.1,50,7.0,16,Banana Farms,False,,2025-07-29,13.0,80.0,bajo
PRD-004,Yogur Natural 150g,lacteos,2025-08-09,60,0.8,15,2.0,7,YogurPlus,False,,2025-07-31,4.0,78.0,bajo
PRD-005,Carne de Pollo Paquete 1kg,carnes,2025-08-10,40,5.0,10,1.5,8,Carne Rica,False,,2025-07-31,0.0,80.0,alto
PRD-006,Pan Integral 500g,panaderia,2025-08-04,100,1.5,25,3.5,2,Panadería Central,True,1.2,2025-07-29,20.0,60.0,bajo
PRD-007,Agua Mineral 1.5L,bebidas,2025-09-05,250,0.9,60,8.0,34,Bebidas del Sur,False,,2025-07-31,10.0,70.0,bajo
PRD-008,Queso Gouda 200g,lacteos,2025-08-28,70,3.0,12,1.8,26,Quesos del Campo,False,,2025-07-30,4.0,65.0,bajo
PRD-009,Tomates Cherry,verduras,2025-08-21,120,2.0,40,5.7,19,Verduras Verdes,False,,2025-07-30,7.0,80.0,bajo
PRD-010,Cerveza Artesanal 330ml,bebidas,2025-09-01,180,3.5,55,7.8,30,Cervezas del Valle,False,,2025-07-31,12.0,65.0,medio
PRD-011,Leche Descremada 1L,lacteos,2025-08-15,90,1.1,22,3.1,13,Lácteos del Norte,False,,2025-07-29,4.0,85.0,bajo
PRD-012,Uvas Verdes,frutas,2025-08-23,140,2.8,28,4.0,21,Vinedos Verdes,False,,2025-07-30,4.0,70.0,bajo
PRD-013,Refresco Cola 2L,bebidas,2025-09-04,130,1.5,45,6.4,33,Bebidas del Norte,False,,2025-07-31,8.0,65.0,medio
PRD-014,Jamón Serrano 100g,carnes,2025-08-11,50,4.5,8,1.2,9,Cárnicas del Sur,False,,2025-07-31,0.0,75.0,alto
PRD-015,Pan de Molde 600g,panaderia,2025-08-05,90,2.0,22,3.1,3,Panadería Central,False,,2025-07-29,20.0,60.0,bajo
PRD-016,Gaseosa Cola 2L,bebidas,2025-09-06,170,1.4,50,7.1,35,Bebidas del Sur,False,,2025-07-31,10.0,65.0,medio
PRD-017,Café en Grano 250g,bebidas,2025-09-10,110,8.0,15,2.1,39,Café del Valle,False,,2025-07-30,15.0,50.0,bajo
PRD-018,Cerveza Pilsner 330ml,bebidas,2025-08-31,160,3.2,48,6.8,29,Cervezas del Valle,False,,2025-07-31,12.0,65.0,medio
PRD-019,Naranja de Mesa 1kg,frutas,2025-08-22,130,2.3,33,4.7,20,Frutas del Sol,False,,2025-07-30,4.0,70.0,bajo
PRD-020,Lentejas Secas 500g,verduras,2025-08-26,90,2.0,10,1.4,24,Legumbres del Norte,False,,2025-07-29,20.0,55.0,bajo
PRD001,Manzana Fuji,frutas,2025-08-15,120,1.2,85,12.1,13,Frutas del Valle,False,,2025-07-31,4.0,85.0,bajo
PRD002,Leche Entera 1L,lacteos,2025-08-20,80,1.0,45,6.4,18,Lácteos La Leche,True,0.8,2025-07-30,4.0,70.0,bajo
PRD003,Tomates Cherry,verduras,2025-08-12,150,2.3,130,18.6,10,Verduras del Sol,False,,2025-07-30,5.0,90.0,medio
PRD004,Pollo Orgánico,carnes,2025-08-09,40,7.5,25,3.6,7,Carnes Orgánicas SA,True,6.0,2025-07-31,2.0,80.0,alto
PRD005,Pan Integral,panaderia,2025-08-05,200,1.5,180,25.7,3,Panadería La Esquina,False,,2025-07-30,20.0,60.0,bajo
PRD006,Jugo de Naranja 1L,bebidas,2025-08-25,95,2.0,70,10.0,23,Bebidas del Sol,False,,2025-07-31,8.0,80.0,bajo
PRD007,Queso Gouda,lacteos,2025-08-18,60,3.5,55,7.8,16,Quesos Artesanales,False,,2025-07-29,4.0,75.0,bajo
PRD008,Filete de Ternera,carnes,2025-08-13,30,12.0,10,1.4,11,Carnes Premium,False,,2025-07-30,0.0,85.0,alto
PRD009,Cerveza Artesanal 330ml,bebidas,2025-08-24,150,3.0,90,12.9,22,Cervezas del Mundo,False,,2025-07-30,10.0,75.0,bajo
PRD010,Yogurt Natural 125g,lacteos,2025-08-14,220,0.8,160,22.9,12,Yogurt Express,True,0.6,2025-07-31,4.0,80.0,bajo
PRD011,Espinaca Orgánica,verduras,2025-08-11,90,1.8,70,10.0,9,Verduras Orgánicas,False,,2025-07-30,4.0,85.0,medio
PRD012,Jamon Cocido,carnes,2025-08-16,55,4.0,40,5.7,14,Carnes y Embutidos,False,,2025-07-29,2.0,82.0,medio
PRD013,Refresco Cola 500ml,bebidas,2025-08-23,180,1.5,150,21.4,21,Refrescos y Bebidas,False,,2025-07-30,10.0,75.0,bajo
PRD014,Leche de Cabra 1L,lacteos,2025-08-19,70,2.8,60,8.5,17,Leches Especiales,False,,2025-07-31,4.0,75.0,bajo
PRD015,Cerveza Lager 500ml,bebidas,2025-08-29,140,2.5,110,15.7,27,Cervecería Nacional,False,,2025-07-30,10.0,70.0,bajo
PRD016,Queso Brie,lacteos,2025-08-17,50,4.2,52,7.4,15,Quesos Gourmet,True,3.5,2025-07-31,4.0,75.0,bajo
PRD017,Berries Mixtas 250g,frutas,2025-08-10,100,3.0,95,13.6,8,Frutas Exóticas,False,,2025-07-30,4.0,85.0,medio
PRD018,Pepino Italiano,verduras,2025-08-14,85,1.2,65,9.3,12,Verduras Frescas,False,,2025-07-29,4.0,85.0,medio
PRD019,Yogurt de Frambuesa 150g,lacteos,2025-08-13,130,1.1,105,15.0,11,Yogurt Express,False,,2025-07-30,4.0,80.0,bajo
PRD020,Jugo de Manzana 1L,bebidas,2025-08-26,90,2.2,75,10.7,24,Bebidas Naturales,False,,2025-07-30,8.0,80.0,bajo
PRD021,Cebolla Morada,verduras,2025-08-10,100,1.5,80,11.4,8,Verduras Frescas,False,,2025-07-30,4.0,85.0,medio
PRD022,Queso Ricotta 250g,lacteos,2025-08-19,70,3.0,58,8.3,17,Quesos Gourmet,False,,2025-07-29,4.0,75.0,bajo
PRD023,Fresas 250g,frutas,2025-08-09,70,3.2,65,9.3,7,Frutas Frescas,False,,2025-07-30,4.0,85.0,medio
PRD024,Zanahorias Baby 300g,verduras,2025-08-14,125,1.7,105,15.0,12,Verduras Orgánicas,False,,2025-07-31,4.0,85.0,medio
PRD025,Bebida Cola Zero 1.5L,bebidas,2025-08-27,100,2.3,90,12.9,25,Refrescos y Bebidas,False,,2025-07-30,10.0,75.0,bajo
PRD026,Cereza Congelada 500g,frutas,2025-08-12,75,4.5,50,7.1,10,Frutas Congeladas,False,,2025-07-29,-18.0,50.0,alto
PRD027,Mango Ataulfo,frutas,2025-08-14,95,2.8,80,11.4,12,Frutas Tropicales,False,,2025-07-30,4.0,85.0,medio
PRD028,Broccoli Fresco,verduras,2025-08-16,60,2.0,40,5.7,14,Verduras Orgánicas,False,,2025-07-29,4.0,85.0,medio
PRD029,Pera Williams,frutas,2025-08-10,110,2.4,70,10.0,8,Frutas Gourmet,False,,2025-07-30,4.0,85.0,medio
PRD030,Espárragos Verdes,verduras,2025-08-13,65,3.0,55,8.0,11,Verduras Premium,False,,2025-07-29,4.0,85.0,medio
PRD031,Queso Cheddar,lacteos,2025-08-21,55,4.0,50,7.1,19,Quesos Internacionales,False,,2025-07-29,4.0,75.0,bajo
PRD032,Sandía 1kg,frutas,2025-08-20,130,3.8,110,15.7,18,Frutas Tropicales,False,,2025-07-30,4.0,85.0,medio
PRD033,Zucchini Verde,verduras,2025-08-13,95,1.4,75,10.7,11,Verduras Frescas,False,,2025-07-29,4.0,85.0,medio
PRD034,Limón Verde,frutas,2025-08-12,85,1.2,70,10.0,10,Frutas Tropicales,False,,2025-07-30,4.0,85.0,medio
PRD035,Coco Rallado 200g,verduras,2025-08-16,45,2.5,30,4.3,14,Frutas Tropicales,False,,2025-07-29,15.0,60.0,alto
PRD036,Espinaca Congelada 250g,verduras,2025-08-10,70,2.0,50,7.1,8,Verduras Congeladas,False,,2025-07-29,-18.0,50.0,alto
PRD037,Naranja Valencia,frutas,2025-08-09,85,2.0,80,11.4,7,Frutas Tropicales,False,,2025-07-29,4.0,85.0,medio
PRD038,Queso Mozzarella 200g,lacteos,2025-08-23,65,3.8,55,8.0,21,Quesos Internacionales,False,,2025-07-30,4.0,75.0,bajo
PRD039,Peras Rocha,frutas,2025-08-17,100,2.4,70,10.0,15,Frutas Gourmet,False,,2025-07-30,4.0,85.0,medio
PRD040,Zanahorias Orgánicas 500g,verduras,2025-08-14,100,2.0,85,12.1,12,Verduras Orgánicas,False,,2025-07-30,4.0,85.0,medio
PRD041,Camarones Congelados 500g,verduras,2025-08-22,60,8.0,50,7.1,20,Mariscos y Congelados,False,,2025-07-29,-20.0,50.0,alto
PRD042,Fresas Congeladas 300g,frutas,2025-08-19,90,4.8,75,10.7,17,Frutas Congeladas,False,,2025-07-29,-18.0,50.0,alto
PRD043,Melón Cantalupe,frutas,2025-08-20,80,3.5,65,9.3,18,Frutas Tropicales,False,,2025-07-30,4.0,85.0,medio
PRD044,Queso Azul 150g,lacteos,2025-08-22,45,4.5,40,5.7,20,Quesos Gourmet,False,,2025-07-29,4.0,75.0,bajo
PRD045,Mandarinas Clementina,frutas,2025-08-11,110,2.3,90,12.9,9,Frutas Tropicales,False,,2025-07-30,4.0,85.0,medio
PRD046,Brotes de Alpiste 100g,verduras,2025-08-15,55,2.0,45,6.4,13,Verduras Orgánicas,False,,2025-07-29,4.0,85.0,medio
PRD047,Grapas de Uva,frutas,2025-08-20,65,4.0,52,7.4,18,Frutas Tropicales,False,,2025-07-29,4.0,85.0,medio
PRD048,Mango Carabao,frutas,2025-08-23,85,3.0,75,10.7,21,Frutas Tropicales,False,,2025-07-29,4.0,85.0,medio
PRD049,Chocolates Assortidos 200g,panaderia,2025-08-20,55,4.0,60,8.6,18,Confitería Gourmet,False,,2025-07-29,18.0,60.0,bajo
PRD050,Pan de Hamburguesa,panaderia,2025-08-05,180,2.0,160,22.9,3,Panadería La Esquina,True,1.6,2025-07-31,20.0,55.0,bajo
PRD051,Refresco Naranja 600ml,bebidas,2025-08-26,140,1.8,120,17.1,24,Bebidas del Sol,False,,2025-07-30,10.0,75.0,bajo
PRD052,Café Instantáneo 100g,bebidas,2025-08-18,70,3.2,58,8.3,16,Café del Cafetal,False,,2025-07-29,20.0,65.0,bajo
PRD053,Galletas de Limón 150g,panaderia,2025-08-11,200,1.8,170,24.3,9,Galletas y Pasteles,False,,2025-07-30,18.0,55.0,bajo
PRD054,Zanahoria Rallada 250g,verduras,2025-08-10,90,1.9,75,10.7,8,Verduras Orgánicas,False,,2025-07-29,4.0,85.0,medio
PRD055,Palmito en Escabeche 200g,verduras,2025-08-19,40,3.5,30,4.3,17,Verduras en Conserva,False,,2025-07-29,15.0,60.0,alto
PRD056,Queso Parmesano 250g,lacteos,2025-08-22,45,5.0,48,6.9,20,Quesos Gourmet,False,,2025-07-29,4.0,75.0,bajo
PRD057,Fresas Deshidratadas 150g,frutas,2025-08-21,35,4.8,25,3.6,19,Frutas Deshidratadas,False,,2025-07-29,25.0,55.0,alto
PRD058,Zanahorias Baby 150g,verduras,2025-08-09,75,2.0,60,8.6,7,Verduras Orgánicas,False,,2025-07-29,4.0,85.0,medio
PRD059,Chorizo Ibérico 250g,carnes,2025-08-21,50,6.0,40,5.7,19,Embutidos de Élite,False,,2025-07-29,2.0,82.0,alto
PRD060,Agua Mineral 1.5L,bebidas,2025-08-28,90,1.0,75,10.7,26,Agua Purificada,False,,2025-07-30,10.0,70.0,bajo
PRD061,Galletas Oreo 150g,panaderia,2025-08-14,200,2.5,180,25.7,12,Galletas y Pasteles,False,,2025-07-31,18.0,55.0,bajo
PRD062,Pistachos 100g,panaderia,2025-08-13,85,4.8,65,9.3,11,Frutos Secos del Sur,False,,2025-07-29,25.0,50.0,alto
PRD063,Miel de Abeja 500g,panaderia,2025-08-25,50,6.5,45,6.4,23,Mieles del Mundo,False,,2025-07-30,18.0,45.0,bajo
PRD064,Jamon Serrano 200g,carnes,2025-08-24,55,7.0,35,5.0,22,Embutidos Premium,False,,2025-07-29,2.0,82.0,alto
PRD065,Vino Tinto 750ml,bebidas,2025-08-25,65,12.0,55,7.8,23,Vinos y Destilados,False,,2025-07-29,18.0,45.0,bajo
PRD066,Galletas de Vainilla 150g,panaderia,2025-08-15,90,2.0,80,11.4,13,Galletas y Pasteles,False,,2025-07-29,18.0,55.0,bajo
PRD067,Fresas Naturales 250g,frutas,2025-08-21,70,3.5,60,8.6,19,Frutas Orgánicas,False,,2025-07-29,4.0,85.0,medio
PRD068,Jamon York 200g,carnes,2025-08-23,50,4.5,45,6.4,21,Embutidos Premium,False,,2025-07-29,2.0,82.0,alto
PRD069,Pimiento Rojo,verduras,2025-08-12,90,1.3,75,10.7,10,Verduras Frescas,False,,2025-07-30,4.0,85.0,medio
PRD070,Vino Blanco 750ml,bebidas,2025-08-29,70,10.0,60,8.6,27,Vinos y Destilados,False,,2025-07-29,18.0,45.0,bajo
PRD071,Galletas integrales 200g,panaderia,2025-08-16,130,2.2,120,17.1,14,Galletas y Pasteles,False,,2025-07-30,18.0,55.0,bajo
PRD072,Aceitunas Verdes 150g,verduras,2025-08-19,55,3.8,48,6.9,17,Verduras en Conserva,False,,2025-07-29,15.0,60.0,alto
PRD073,Peras Bartlett,frutas,2025-08-23,95,2.3,78,11.1,21,Frutas Gourmet,False,,2025-07-29,4.0,85.0,medio
PRD074,Cítricos Mix 500g,frutas,2025-08-12,130,4.2,105,15.0,10,Frutas Tropicales,False,,2025-07-30,4.0,85.0,medio
PRD075,Mantequilla 250g,lacteos,2025-08-25,75,3.8,65,9.3,23,Lácteos La Leche,False,,2025-07-29,4.0,75.0,bajo
PRD076,Yogurt Griego 150g,lacteos,2025-08-17,125,2.5,110,15.7,15,Yogurt Express,True,2.0,2025-07-31,4.0,80.0,bajo
